label	title
期刊属性	Materials  Design投稿字数要求
稿件状态研判	编辑一直在找审稿人,怎么回事
行业术语	a duplicate account in ScholarOne Manuscripts
稿件状态研判	MDPI旗下foods投稿
投稿方式	Environmental Science & Technology 投稿求助
期刊属性	现代制造工程投稿
稿件状态研判	SCI二审意见小修,但是三审三个月了,正常吗?
期刊推荐	求助推荐投稿期刊
投稿方式	老师是ae 投他的期刊需要去掉他名字么
稿件状态研判	投稿连着被拒
投稿方式	请问各位前辈,论文接收后,多久才能见刊?多久才能被索引?
期刊属性	sci见刊快吗?
期刊推荐	投稿期刊交流
投稿方式	Accepted  Pending R Badge
期刊属性	仪器仪表学报
期刊属性	Journal of ASTM International是什么级别期刊
审稿意见解读与回应	最近在PLOS ONE 投了投了一篇文章,几天后作者需要我补充伦理证明,改怎么办???
投稿方式	审稿人没提到的地方可以修改吗?
投稿方式	请教国外版面费汇款手续费问题
稿件状态研判	elsevier投稿系统,稿件突然消失了
稿件状态研判	Ecological Engineering投稿进度问题
期刊属性	请问ccfc类的会议好中吗?
稿件状态研判	Green chemistry
期刊属性	有关地膜降解可以投什么期刊
期刊推荐	投稿求助
行业术语	sustainability大修
期刊推荐	sci期刊求推荐
稿件状态研判	decision in process状态变了两次
稿件状态研判	投稿47天,初审还没消息
投稿方式	投稿问题
行业术语	投递了个hindawi的期刊,Research Integrity team是什么意思
期刊属性	Case studies in construction materials版面费
期刊推荐	急求,请问外文sci投稿,系统里让填两个推荐审稿人,大家都是怎么填的
稿件状态研判	振动与冲击投稿
稿件状态研判	修改稿状态变化求助
价值判断	Advanced Optical Materials 和ACS AMI相比哪个好一点?
稿件状态研判	Journal of Geophysical ResearchPlanets终于接收了
期刊推荐	比较快的数学类核心期刊
价值判断	毕业后做的东西要不要加原来老板的名字?
投稿方式	农业工程学报投稿经验
期刊属性	acs ami查重率
期刊推荐	膜水处理
期刊属性	有没有人投过《环境污染与防治》,等待责编处理啥意思
投稿方式	aquaculture research 提交论文怎么添加作者,并选择通讯作者
价值判断	急求,请问该情况下能否投这个special issue
期刊属性	信息与电脑理论版和信息技术与信息化哪个好中?
投稿方式	截稿日期,编辑给了一个月,但网站上给了两个月,应该以哪个为准哪?
投稿方式	JACS被拒转投
期刊属性	万能的虫友们了解《电力工程技术》期刊吗,诸如审稿速度,基金要求等
期刊推荐	SCI投稿
期刊属性	CEJ
写作交流	论文润色机构,springer, 非常
稿件状态研判	MDPI期刊投稿状态Pending Editor Decision疑问
稿件状态研判	投稿状态大猜想
价值判断	小论文投稿基金的影响大吗
稿件状态研判	Decision in progress两周了需不需要写信催一催
投稿方式	外审整3周后,两个审稿人实际已完成,新增一个审稿人,是不是要跪
期刊属性	polymer Korea投稿多久会送审啊?
稿件状态研判	Food Hydrocolloids
期刊属性	ieee access有封面和目录吗
稿件状态研判	under review一周就进入decision in process,啥情况?
期刊推荐	天线方面相关会议咨询
稿件状态研判	仪表技术与传感器已经初审10天了,好慌。。。
投稿方式	optics letters latex模板
投稿方式	返修第二天,显示Submission Returned to Author,未收到邮件,
稿件状态研判	Engineering Geology 投稿状态求助。Force to withdrawn
期刊推荐	教育类投稿
投稿方式	遥感信息的网站登不进去了
稿件状态研判	jsv振动方向半个月还在with editor
稿件状态研判	小型微型计算机系统近来投稿难么
期刊属性	求指导,The International Journal of Engineering and science这个杂志怎么样?
投稿方式	TPEL,ae recommendation 变为awaiting reviewer scores
期刊属性	nature和science参考文献中的期次
期刊属性	求international journal of dairy technology投稿经验
稿件状态研判	投稿后一直with editor,状态未变,中间时间变了一次,什么情况
期刊属性	文章返修回去一般多久能接收呀。。。
稿件状态研判	T ASABE
稿件状态研判	投稿半个月,文章还在编辑手中。
写作交流	word endnote title中上下角标的问题
期刊属性	Hanadi sleiman编辑怎么样
稿件状态研判	求教,修改论文提交之后,状态由decision reveed变为reviewers assigned是啥情况
审稿意见解读与回应	复审专家同意,编辑还要添加基金。。。这个算小修吗?
稿件状态研判	论文祈愿
期刊推荐	求推荐投稿期刊
审稿意见解读与回应	ASCE旗下,二审大修被拒,编辑鼓励重投,想听一下大家的建议。
审稿意见解读与回应	如何回复!!
稿件状态研判	under review审稿
投稿方式	急求,ACS修改稿怎样上传
投稿方式	投稿遇见bug
投稿方式	请教版面费的收款单位不是出版社是否会上当受骗
期刊推荐	投稿求助
期刊推荐	求推荐scopus水刊
投稿方式	wiley期刊proof问题求助!!!
投稿方式	请问EES的系统proof提交之后还能修改吗
期刊属性	投稿咨询(工矿自动化,煤炭工程)
投稿方式	vtc2019spring确认码问题
稿件状态研判	njp投稿
稿件状态研判	三区SCI 一审一个月 二审快一个月了
期刊推荐	中文投稿被拒
稿件状态研判	TCAS1大修后接收概率大吗?
投稿方式	Hindawi投稿
期刊属性	Pedosphere土壤圈
期刊推荐	有没有岩土 土木 建筑监测检测方面的期刊,版免费低,容易投的正规期刊
期刊推荐	求助数学SCI杂志列表
稿件状态研判	论文已经投稿7个月,Decision in process状态持续了2个月,通过系统发邮件无回复
期刊属性	sci论文图片
期刊属性	安全与环境工程
投稿方式	provisional accept一个多月了,请问要发邮件催吗?
稿件状态研判	论文投稿,撒金求保佑
投稿方式	安全与环境学报  版面费
投稿方式	ACS投稿系统
稿件状态研判	投稿PNAS,没到editor就pending了
稿件状态研判	电网技术外审求助
投稿方式	optics express大修后被拒,想重投
稿件状态研判	安全与环境工程    cscd核心    一般初审要等多久啊
投稿方式	SSRN如何撤稿
投稿方式	如何在Elsevier里修改个人信息
期刊推荐	求推荐高光谱方面的期刊
稿件状态研判	通信学报终审快三个月了,会不会给拒稿
稿件状态研判	EE返修状态疑问
写作交流	composite Pa B支撑信息问题
投稿方式	physical review b 投稿状态
投稿方式	农业工程学报,请问这期刊要等多久才审完?
审稿意见解读与回应	COI/Declaration of Interest forms from
期刊属性	有人投过CCS chemistry吗,审稿时间多久
写作交流	要求加参考文献
审稿意见解读与回应	对于审稿人无语的评论应该怎么回答了
投稿方式	scholarone投稿系统显示问题求助
期刊属性	Advanced Functional Materials投稿
投稿方式	特刊投稿求助
期刊属性	国外SCI发票
期刊属性	一审decision in process要多久
投稿方式	已经proofreading后的文章如果在发现错误怎么办
期刊属性	Journal of Mechanical design 如何投稿
投稿方式	angew投稿小白求助
期刊属性	请教这个状态是送审了吗?
期刊推荐	求推荐期刊
稿件状态研判	投稿中
期刊推荐	找寻审稿快的,生态,环境,微生物方面的期刊
投稿方式	投稿系统只有一个unmarked manuscript选项
期刊属性	投论文求指导
审稿意见解读与回应	审稿意见附件中没有意见,我应该怎么办呢?
投稿方式	食品科学综述期刊投稿咨询
审稿意见解读与回应	编辑修改意见解答
写作交流	透射电镜照片标尺
稿件状态研判	文章状态一天之内从Evaluating Recommendation 变回under review, 请问指什么呢?
期刊属性	Nature sustainability
期刊属性	申诉后重投,cover letter模板
期刊属性	哪位大哥知道Journal of Field Robotics这个期刊一定需要加试验视频吗
稿件状态研判	MDPI期刊状态咨询
审稿意见解读与回应	审稿意见求助!有效数字问题
期刊属性	《高校化学工程学报》投稿
期刊推荐	石油类的文章可以投哪些SCI期刊呀,稠油降粘方面的内容,求助各位虫们
投稿方式	求投稿的详细流程~
稿件状态研判	愿一切顺利
稿件状态研判	审稿意见回复中“把作者信息加上”
行业术语	Decision in Process状态
写作交流	文章润色
审稿意见解读与回应	编辑在区域概况图旁标记一段话,是什么意思?
稿件状态研判	有投过ijssd的吗,投稿一周under review 变了3次
投稿方式	详细求Journal of theoretical biology投稿流程
期刊属性	有没有人投过open biology杂志,好投吗
稿件状态研判	physics of fluids 投稿
稿件状态研判	CEJ论文复审日志
期刊属性	《机床与液压》投稿模板
审稿意见解读与回应	CEJ投稿会和以前投过的稿件进行对比查重吗
行业术语	figure file
期刊属性	哪位大佬投过Scientific repos,求助啊
期刊属性	求最新sustainable cities and society2021中科院分区
期刊推荐	投稿接连失败,水力发电方向的SCI期刊有哪些,可否推荐下
期刊属性	投稿到CEJ,编辑选的是Guy B. Marin
期刊属性	计算机仿真编审两个月出头了,有没有十月底进入编审的好兄弟啊?
期刊属性	机床与液压期刊 复审采用  终审还会拒稿嘛
价值判断	本科生咨询共同一作和实际评价时的作者排名
稿件状态研判	《振动与冲击》主编审查,感觉马上要被退稿了,哎.
投稿方式	这种情况应该发邮件给谁催审呢
行业术语	TPEL重新提交
稿件状态研判	SCI特刊投稿,快到期刊的出版日期了还没返稿
稿件状态研判	optics letters投稿求助
行业术语	Marginal / Major Change 是不是大修?并且是问题最严重的?
稿件状态研判	Angew仲裁审稿时间
期刊属性	机械设计与制造  初审
期刊属性	求Carbon期刊写作模板
投稿方式	求大神帮助,ScholarOne Manuscripts系统无法登录
期刊属性	功能材料期刊编辑加工一般多长时间
期刊推荐	经济类核心期刊推荐
稿件状态研判	大神帮忙给点意见
期刊属性	中科院SCI期刊分区,以大类为准还是以小类为准?
稿件状态研判	大家帮忙看下MSEA还有希望吗,编辑给了个Reject and resubmit
投稿方式	trans投稿
投稿方式	投稿journla of cleaner production. 状态一直显示Submitted to Journal
投稿方式	Hindawi旗下期刊的专刊审稿流程是什么?
投稿方式	某期刊盗我的论文,发邮件给Sciencedirect也不理
投稿方式	爱思唯尔系统投稿,使用自己注册的账号,会让别人发现自己投稿了吗
期刊属性	无机化学学报
期刊推荐	求好发又快的材料类中文核心或者三区
期刊推荐	求助推荐增材制造类容易中的SCI期刊
稿件状态研判	二审又大修了
稿件状态研判	投MDPI中的Sustainability
稿件状态研判	Awaiting decision 又变回Awaiting Referee Repos
稿件状态研判	求助各位大神虫友们
期刊属性	Journal of luminescence 期刊投稿交流
稿件状态研判	投稿science advances状态一直在under evaluation
投稿方式	decision in process 之后给的建议是
写作交流	计算机专业论文实验设计求助
期刊属性	材料导报的作者设置问题。
投稿方式	期刊注册求助
审稿意见解读与回应	审稿专家的意见看不懂
写作交流	请问化学学报投稿要求中的投稿说明信该如何写?求告知,谢谢:)
投稿方式	二审 Review Complete后Manuscript under consideration20天
写作交流	求助: ecotoxicology and environmental safety期刊
稿件状态研判	最近有人投仪表技术与传感器吗?他们上班了吗?
审稿意见解读与回应	Peerj投稿退修意见!
期刊推荐	AAPG好中吗?
期刊推荐	求教:请虫友推荐三区期刊,纳米酶分析应用方面的
期刊属性	请问计算机网络和网络安全方向CCF B类期刊那个审稿快一些,相对容易一些?
审稿意见解读与回应	收到correction,发现还有错误需要改正有发给了编辑,编辑回这段话是什么意思呢?
期刊属性	上海交通大学学报
期刊推荐	现代城市轨道交通有渠道的
稿件状态研判	三审时间远高于二审时间是怎么回事呢
写作交流	请大连理工大学的虫友帮忙提交检索证明
稿件状态研判	教堂??心诚则灵,大修
期刊推荐	寻找期刊
期刊推荐	有能源类,清洁能源技术
稿件状态研判	nano scale投了十天了,状态一直处于初步审查阶段,这是一个什么状态?
审稿意见解读与回应	Eah’s Future一审意见返回,恳请前辈们帮小硕看看?
审稿意见解读与回应	投稿声明求助
投稿方式	ACS投稿
写作交流	elseiver版权协议基金的资助单位怎么填
投稿方式	正在送审的文章收到邮件显示SSRN Review Complete
写作交流	Bulletin of eahquake engineering 投稿咨询:修改稿需要图文分离吗?
稿件状态研判	催审求助
稿件状态研判	包装工程期刊
投稿方式	找不到审稿人
期刊属性	TKDE审稿周期是多久
稿件状态研判	包装工程期刊投稿
投稿方式	springer 的文章录用后又接到一封邮件,请教!
投稿方式	编辑不送审怎么办?
稿件状态研判	论文是xml2pdf done状态
稿件状态研判	under review状态更新周期问题
稿件状态研判	Science Advances 二审两个月还没消息
审稿意见解读与回应	审稿人提出数据统一使用三个有效数字是什么意思?
期刊推荐	注塑成型多目标优化文章投稿求助
审稿意见解读与回应	论文回复意见
稿件状态研判	审稿意见
投稿方式	请问:IEEE authorgateway 是不是打不开了
期刊推荐	功能微生物
稿件状态研判	已安排期刊但未发录用通知
期刊推荐	请问活性高分子投稿,除了soft matter, PRL,PRE之外,有其他的杂志推荐吗?求求求
投稿方式	SCI 拒稿重投后 还是原来的编辑吗
期刊属性	biochar期刊投稿
投稿方式	Eah and Planetary Science Letters 期刊一直是Required Reviews Completed?
稿件状态研判	ACS Sustainable Chemistry  Engineering投稿之后的状态
稿件状态研判	仪表技术和传感器 初审周期
期刊推荐	通信EI
写作交流	大家在最终提交稿之前,得修改多少遍?
期刊推荐	数据挖掘领域有相关的Letter推荐吗?
审稿意见解读与回应	各位投过SBB的大神求帮助
投稿方式	《计算机集成制造系统》复审超时
期刊推荐	投稿咨询
投稿方式	热能动力工程终审半个月没消息
期刊属性	Journal of Cleaner Production适合投稿吗
投稿方式	投稿IEICE ELEX已三个月,停在1st Evaluation结束一个半月,该怎么催?
期刊推荐	求助各位大佬,有没有关于环境水处理材料方向容易中接受快的SCI期刊推荐的,毕业着
稿件状态研判	关于JAFC投稿状态的求助
期刊推荐	投搞
期刊推荐	有没有多糖类Sci一区的低一点的,本人做了多糖改性,结构解析,生物活性
期刊属性	审稿周期
期刊推荐	求hindawi优惠码
投稿方式	Editor Assigned变为Editor Invited 再变为Editor Assigned
期刊推荐	求开源的二、三区、四区金属材料类期刊, 最好审稿时间短
期刊属性	期刊收费问题
期刊属性	applied organometallic chemistry期刊参考文献格式 Endnote文件
期刊推荐	求机械方向国外EI期刊
期刊属性	Journal of Transpoation Engineering, Pa A: Systems
期刊属性	想咨询一下,投Biomaterials收不收费
投稿方式	论文投稿之后没有提交成功的页面
写作交流	除了AJE,还有哪一家润色的比较好呀?
期刊属性	INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL
稿件状态研判	显示终审已审回 1个月了 还没消息
投稿方式	IEEE 论文修改后再投是否需要填写copyright?
期刊推荐	道路结构方向北大核心期刊
稿件状态研判	投稿状态
写作交流	电化学方向求助
期刊属性	二审时间咨询
稿件状态研判	求各位投过IEEE TSMC的道友给点分析
期刊属性	chemphotochem的模板
期刊属性	Food research international投稿,with editor一个月了
期刊属性	求International Journal of system scienceLATEX模板
投稿方式	请投过nature的大神帮忙指导一下投稿流程,万分感谢!!
期刊属性	Chinese management studies投稿求助
期刊属性	返修回去一般多久?
稿件状态研判	电网技术提交修改稿问题求助
审稿意见解读与回应	文章二审一个小修一个拒稿
写作交流	有没有人通过中介的途径发论文的
期刊推荐	投稿返回大修意见,求助语言问题
投稿方式	有没有大佬投IEEE TIM 遇到过未通过筛选这个问题啊
审稿意见解读与回应	求助这个应该怎么修改
期刊属性	physical review applied 投稿求助
期刊属性	Journal of Environmental Chemical Engineering
投稿方式	请教投稿计算机工程与设计的整个流程
写作交流	求助期刊Food Science  Nutrition的endnote的output style
期刊属性	Heterocycles 版面费
期刊属性	CEJ提交修改稿格式求助
期刊属性	小NC投稿
投稿方式	未送审,拒稿重投
稿件状态研判	nature communications投稿步骤反馈,出现下面情况是拒稿了嘛?
投稿方式	required reviews completed 一段时间了,慌张
期刊推荐	计算机技术EI期刊求教
稿件状态研判	请问投稿外审变回初审是什么意思
投稿方式	投稿5个月还是received状态
稿件状态研判	Angew二审已经4天了,忐忑
投稿方式	论文大修,延期一次,实在修改不出来了,马上到期了,可以不修改了,投其他期刊吗
投稿方式	论文修回时更改作者顺序
写作交流	求英文润色机构
期刊推荐	焊料锡合金方面的核心期刊
投稿方式	请问有人投过期刊journal of Electronic Commerce research,邮箱附件打不开
期刊推荐	做的金属氧化,求推荐sci期刊
投稿方式	如何创建SPIE账号?
期刊属性	ACS AMI投稿
期刊属性	假如投angew或者是AM被拒后,哪个期刊可以转投AFM?
期刊推荐	感染病例报导投稿哪个SCI好!
投稿方式	投稿被拒稿了,实验数据重新测,结果不同,再投,这样可以吗
期刊属性	应用化工期刊交完版面费大概多久通知终审结果
期刊属性	Nature Communcations 投稿求助
稿件状态研判	《图书馆杂志》有希望吗?
投稿方式	Rsc advances
写作交流	写完SCI但是没有指导老师,也没有钱投稿,联系不认识我的老师请他指导合适吗
稿件状态研判	Bio 投稿
投稿方式	急问!!!Science转Science Advances
稿件状态研判	论文投稿,国际中文/外文刊
审稿意见解读与回应	Postharvest Biology and Technology 投稿求助!
期刊属性	哪位有GPS SOLUTIONS的投稿模板啊
投稿方式	Hindawi投稿出现邮箱问题,其他作者的都OK,请问怎么办,谢谢大家了
稿件状态研判	控制理论与应用投稿经验交流
投稿方式	IEEE TRANSACTIONS ON ENERGY CONVERSION 投稿求助
稿件状态研判	Pending editor decision第四天
投稿方式	Nano research 投稿一定要授权research square了吗?
稿件状态研判	复审Decision in process一周
稿件状态研判	Geophysical Research Letters停在Waiting for Reviewer Assignment是个什么状态?
期刊属性	International Journal of Environmental Research and Public Health投稿
审稿意见解读与回应	最近一篇文章接受,编辑的信里面有说Reply回复,具体没说回复什么,不知道是什么意思
投稿方式	硅酸盐学报投稿
稿件状态研判	生态学报投稿
期刊推荐	求助!!什么期刊喜欢工作量较大的文章
稿件状态研判	小修两个月了,还会被拒吗?
投稿方式	论文校稿时,增加一篇自引可行吗?
稿件状态研判	Analyst投稿
写作交流	supplementary material
期刊属性	求Food science and technology research期刊的投稿模板
稿件状态研判	文章审稿状态更新后还是under review
稿件状态研判	Journal of the Science of Food and Agriculture 投稿周期?
期刊属性	Chem综述
期刊推荐	欧洲无机化学投稿必须付费么?还有其他三区MOF催化相关的杂志推荐么,谢谢
投稿方式	chemical science新的投稿系统在哪查看投稿状态
稿件状态研判	中国环境科学投稿外审
期刊属性	材料研究学报论文模板
审稿意见解读与回应	关于回复审稿人的response letter
写作交流	rare metals参考文献格式
期刊推荐	有没有电化学方向的SCI期刊推荐的?
期刊属性	投稿需要Author Statement,求助模板
期刊属性	投稿JOURNAL OF CHEMICAL RESEARCH
期刊推荐	期刊信息查询
投稿方式	Journal of materials science编辑无故拒稿
期刊属性	spectroscopy letters 投稿求助
投稿方式	论文未送外审编辑给大修是什么情况
投稿方式	请教关于细胞伦理的一个问题。
稿件状态研判	大修后,decision in process
稿件状态研判	中国农机化学报
期刊属性	无机材料学报和硅酸盐学报
稿件状态研判	力学学报外审三天就结束了,是不是要凉了
期刊属性	ECM
投稿方式	EST怎么这么难,怎么才能中EST
审稿意见解读与回应	IEEE ACCESS 被退回草稿求助
期刊属性	重庆交通大学学报自然版
写作交流	投稿系统pdf图片清晰
投稿方式	投OL被编辑以创新性不够拒稿,改投OE怎么样
稿件状态研判	中国物理b外审结束后变成了编委复审是什么情况
期刊属性	中国土壤与肥料审稿多久
稿件状态研判	reviews completed
投稿方式	引用文献中的图片版权如何取得
稿件状态研判	一审两个审稿人接收一个审稿人拒搞
期刊推荐	请教大分子药物的临床前文章有哪些推荐的期刊?
投稿方式	论文修改后的流程是什么样的呀?
写作交流	journal of medicinal chemistry的Word版的模板格式
稿件状态研判	二审Under Review日期更新了,大家帮忙分析下是什么情况
期刊属性	JLT投稿
期刊属性	molecules期刊word格式模板
期刊推荐	求推荐综述类期刊
投稿方式	Advanced energy materials投稿状态
期刊属性	《人工晶体学报》投稿
稿件状态研判	小白求助!怎么回复拒稿人意见?中的可能性大吗?
行业术语	中信所预警
稿件状态研判	information sciences文献修改求助
投稿方式	ACS的cover a
审稿意见解读与回应	编辑提出了这样一个问题,请大家帮忙参谋一下
期刊属性	广东农业科学
稿件状态研判	有投过探测与控制学报的没?
期刊属性	有人了解Energy for Sustainable Development这个杂志吗?
稿件状态研判	机械工程学报审稿求助
审稿意见解读与回应	经管博士论文修改,缺乏比较分析和对优化模型合理性解释  怎么回复审稿人啊
写作交流	化学类的中文综述被退稿,改成英文投有可能行吗
期刊推荐	求一本可以刊登文献计量学文献综述的环境类中文核心期刊
投稿方式	ORCID连接不上
投稿方式	林业科学投稿
行业术语	materials horizons的Initial assessment要几天?
期刊属性	OA期刊小修后变成Pending editior decision
稿件状态研判	论文投稿under review状态变了4次,然后过了20天又变了,是什么原因?
期刊属性	Pakistan Journal of Pharmaceutical Sciences
期刊属性	CCS Chemistry 认可度怎么样,投稿难度如何?
行业术语	SCI投稿要求里的 line a halftones,  figures,  line images分别是什么图
期刊属性	请问中国科学技术科学英文版必须用word模板写吗?
稿件状态研判	请问下大家谁有近期投中过欧洲药化european journal of medicinal chemistry的?
期刊推荐	有材料的SCI可以投综述的期刊推荐吗
期刊推荐	咨询一下,有什么中文核心比较好接收的期刊呀  (写的是化学类综述文章)
审稿意见解读与回应	审稿意见让补 in vitro kinase assays,  是什么呀,求指点
期刊属性	Biomaterials advance这个杂志
写作交流	求推荐一个知网查重的链接
投稿方式	Renewable energy 投稿 Under review快半个月了,一直没有人同意审稿是怎么回事
投稿方式	请问收到了审稿结果邮件,是否需要马上回复邮件
投稿方式	SSRN
期刊属性	semiconductor science and technology投稿求助。
期刊推荐	投稿求助
写作交流	Cif文件需要引用嘛?
稿件状态研判	第一次见这种投稿状态,大家分析一下我这论文到底送到reviewers手里了吗?
稿件状态研判	Journal of guidance control and dynamics 一审不知道修后录用的可能性大不大
稿件状态研判	Editor invited
写作交流	composites science and technology投稿求助
稿件状态研判	英文投稿接收较稿之后什么时候能网络发表
审稿意见解读与回应	systematic review,系统综述 审稿人一般会给哪方面建议,感谢您
投稿方式	投稿审稿人同意出版,但是编辑意见较大被拒,可以申请换个编辑再投吗?
期刊推荐	请问uu们有没有护理类康复类见刊快的期刊
稿件状态研判	论文投稿
行业术语	求Justification for Publication模板
期刊属性	《计算机工程与设计》
稿件状态研判	明天进实验室做实验,革命化春节
投稿方式	Declined Revisions后就可以直接改投了吗?
期刊属性	《中国临床药理学杂志》投稿,版面费
审稿意见解读与回应	投稿sustainbility主编回复以下内容,为什么被拒呀
稿件状态研判	precision engineering返修后with editor多日
投稿方式	关于optics express投稿时排队问题
投稿方式	SCI现在投稿编辑部还上班吗?
期刊推荐	装配式基础麻烦虫友推荐几个合适国内或国外的期刊
期刊属性	投稿
投稿方式	EST投稿Associate Editor Assigned已经一个月了!!!
投稿方式	电子与信息学报投稿快半年了,第一轮外审还没完
期刊推荐	有机污染物质的降解路径分析(推导)求助
期刊属性	JMCA到底是不是一区
稿件状态研判	投稿
行业术语	求cover sheet模板
期刊属性	请问一下  cej这个期刊接受Review吗?
期刊推荐	肠道菌群和代谢组学适合发什么期刊?中科院2区及以上
期刊推荐	求助,EI期刊有哪些是环境工程类的?
期刊推荐	求推荐审稿人
稿件状态研判	大修后Under review只用了4天,就进入Decision阶段,是不是太快了
期刊推荐	隐私保护方向期刊
审稿意见解读与回应	奈奎斯特图相关问题
稿件状态研判	投稿过FGCS的来
期刊推荐	计算机核心期刊,求帮助
期刊属性	新疆农业科学投稿
期刊属性	有人知道燃烧科学与技术期刊怎么样吗?
期刊属性	求Science of the total environment的投稿格式
写作交流	如何用3dmax画出具有透明壳层的核壳材料模型图?
稿件状态研判	爱思唯尔转投期刊
期刊属性	有没有人最近投《激光杂志》?求助
投稿方式	Wiley杂志投稿2个月 状态一直 ADM: Editorial Office, Under review
价值判断	IEEE rejectresubmit 需要在COVER LETTER写明是重投的吗?
稿件状态研判	angew投稿
期刊属性	求助Journal of Materials Science图片问题
投稿方式	急问!!!Science转Science Advances
价值判断	现代电子技术基金项目可以用关系不大的课题吗?
期刊推荐	医疗器械治疗方向,求推荐期刊
期刊推荐	算法仿真类国内外EI期刊投稿
写作交流	三个数据可以用箱图吗
投稿方式	www.copyright.com账号注册
投稿方式	被邀请在SciProfiles上建立个人信息。可以不建立吗?
稿件状态研判	投SCI,审稿专家第二天就给回复了,这是什么意思?
审稿意见解读与回应	remote sensing拒稿的原因
期刊属性	ASME turbo会议
稿件状态研判	外审时间变更的原因
稿件状态研判	材料导报
期刊推荐	小弟第一篇sci综述 碳量子点 求教前辈推荐快且好重的期刊,对影响因子要求优先级不高
期刊推荐	求推荐信号处理类3区及以上的「开源」sci期刊
期刊属性	是不是新出的citescore越大,之后出的影响因子也会越大?
投稿方式	投稿Bodo's Power Systems杂志
稿件状态研判	第一篇论文就reject了
投稿方式	disclosure summary
稿件状态研判	过年期间审稿人和杂志社放假吗。。。
审稿意见解读与回应	论文三审了
期刊属性	《化学进展》参考文献endnote模板
投稿方式	投journal of electrochemical society投稿怎么设置通讯作者
投稿方式	论文proof不是我的最终修改稿,怎么办?
审稿意见解读与回应	这条审稿意见是啥意思啊?
稿件状态研判	22想调剂的点进来
期刊属性	煤炭工程外审需要多久啊,有没有大佬知道啊
投稿方式	论文投稿—上传Latex压缩包
投稿方式	Acta Materialia 意见返回求助
投稿方式	jpse 修改稿提交后一直是editor assigned,已经两周了,可以催一下吗
稿件状态研判	Journal of Physics D: Applied Physics 审稿意见回来没几天又送审了,是咋回事
投稿方式	science advances审稿状态
期刊属性	数据采集与处理期刊
投稿方式	一直没有人审稿怎么办 怕耽误毕业
期刊属性	microbiology spectrum 投稿
期刊属性	Optics Communications投稿with editor要多久,稿件号MB打头
投稿方式	投稿ASME, Data Availability Statement选项问题
稿件状态研判	JMCC文章with editor 三周多是什么情况???
期刊属性	最近有投nature product research的虫友吗?求助
期刊属性	Applied mathematics
审稿意见解读与回应	论文修改
期刊属性	Mendeley Data
稿件状态研判	out for reviewdicision pengingout for review 文章状态疑惑
稿件状态研判	二审可以催稿吗?
稿件状态研判	投稿后发现杂志换新的提交系统了
投稿方式	版权协议填写问题
期刊属性	电瓷避雷器外审时间
期刊推荐	审稿快的中文核心期刊
期刊属性	材料研究学报投稿
期刊属性	你们说老外知道自己的中科院分区吗?
期刊推荐	Phytochemical Analysis
稿件状态研判	reviews completed之后editor assigned已经25天了
稿件状态研判	小白求问,UNDER REVIEW是内审还是外审?
稿件状态研判	论文状态从Awaiting decision又回到Awaiting recommandation
投稿方式	请问大家,elsevier投稿系统里面,罗马数字显示不了,怎么处理
期刊属性	请问投稿JAFC的手稿必须限制在20页以内吗?
期刊属性	有没有投稿过光谱学与光谱分析的xdm
稿件状态研判	求助各位有经验的虫友
期刊属性	求RSC的Chemical Communication投稿须知和模版
期刊属性	计算机仿真(期刊)
投稿方式	ieee signal processing letters 要不要重投?
期刊推荐	有什么比较快的sci期刊推荐,人工智能,运筹学,计算机方面
行业术语	求助没看懂投稿要求里的一句话!求助大家帮忙!
稿件状态研判	仪表技术与传感器
期刊推荐	水处理技术期刊哪个网站是真的
稿件状态研判	《系统工程学报》求助
稿件状态研判	AFM投稿
稿件状态研判	sci大修后直接decision
稿件状态研判	ACS Applied Materials Interfaces收到supplementary journal cover的邮件
稿件状态研判	With journal administrator投稿状态,请问这是什么状态
期刊推荐	请问一下研究椎间盘组织工程的一篇review什么期刊比较容易投呢感谢!
期刊属性	物理学报编辑终审要等多久吖??
投稿方式	投了投了期刊,一直没消息,可以申请撤稿吗
稿件状态研判	energy technology投稿没有用他们的模版会不会被拒稿
稿件状态研判	AC副主编三审意见是拒稿重投,这种情况下接收的可能性大吗?
稿件状态研判	返修后,with editor几天后看不到作者主页的进度信息了!
期刊推荐	生态城市建设主题类期刊
期刊属性	萌新冒泡
投稿方式	现在爱斯维尔的editorialmanager系统不能看过去的status了吗
写作交流	与别人文章图片相似需引用吗
稿件状态研判	请问IEEE Signal Processing Letters一般审稿多久呀?
期刊属性	有没有发过《科学技术与工程》的虫友,请教一下审稿周期要多久呀?
投稿方式	MDPI交了版面费后还用填payment commitment letter吗?
稿件状态研判	小NC投稿后一直是editor assigned状态
投稿方式	大佬们,请问小修后,编辑和审稿人还会对比最初的原稿和提交后的修改稿么
期刊属性	Catalysis Communications期刊投稿问题
写作交流	hindawi优惠码
写作交流	有人想论文挂名吗
投稿方式	校对稿件问题
稿件状态研判	molecular catalysis 投稿求助
稿件状态研判	投稿
投稿方式	有投过医学与社会杂志的小伙伴吗
期刊属性	电力系统保护与控制
期刊属性	UPB Scientific Bulletin, Series D: Mechanical Engineering的审稿周期和费用
投稿方式	咨询下控制理论与应用审稿流程
审稿意见解读与回应	scientific repos 投稿,被退回了一次。
