	0	1
419	mechanics of solids 投稿	请问各位有在mechanicsofsolids投过稿的么?因为是邮箱投稿,投稿时没有回复邮件,现在已经一个月了,发邮件问过之后还是没有回音,该怎么办呢?
420	某些核心期刊发表的文章作者大部分都是职院单位	某核心期刊发表的文章作者大部分都是职院,是因为和代理机构合作较多吗,这类期刊是不是自己投很难中。而且据说版面费很贵,四五千,有没有了解的同学麻烦帮我回复一下,谢谢啦
421	职称论文难	读硕发表论文都不觉得那么难自己写自己投费时费力总被拒,评职称发个论文,大家给点经验,具体的那种真诚求助
422	journal of electronic imaging论文投稿	我投了一个journalofelectronicimaging期刊的论文.投出去一天就收到信息说让润色,然后我润色完投过去,现在12天啦,怎么还是UnderConsiderationEditor状态呢,是这个期刊的状态更新慢,还是论文还在编辑那,编辑不给看呢?我需要问问编辑吗?咋弄????有木有知道的啊?求助
423	pending editor decision已经17天了	投的mdpi的materials,7月14号晚上提交的大修,之后过了几天去看已经变成pendingeditordecision了,,咱也不敢催也不敢问,这还要等多久啊,给个痛快吧。。。
424	Information Sciences的decision to process	初审出现这个状态是不是没戏了,目前持续两天了。我看上有人出现这个状态,后来就被建议转投了。大部分都是大修或者拒稿,这个状态很少见埃有知道的小伙伴吗
425	论文中的对比算法现有硬件无法实现怎么办?	审稿人让加一个比较算法,那个算法单张图要申请130G显存,目前实验室条件满足不了这个条件(估计绝大多数都满足不了这个条件),该如何回应审稿人?那个算法当时发出来的时候实验用图分辨率是我的八分之一左右,这个还是能实现的,但是总不能因为这一个算法,把我的算法和所有比较算法的实验都换成小图重新做吧。这个算法进行分块处理会产生块效应。
426	AGU旗下期刊Tectonics,小修后直接接收的希望大吗?	经历了退修大修小修,其中一个审稿人每次都给大修,但最后一次编辑给了小修。本来让我修改三周,但一周半的时候发邮件催我尽快提交修改稿(我也很迷惑编辑为什么这么着急),于是两周就急忙提交了。我现在担心的是,毕竟审稿人每次都给大修,如果这次还给送审,可能会继续耗下去。请问编辑直接决定接收的希望大吗?
427	关于膜的小论文投稿	请问,有人投过AdvancedMembranes这个期刊吗?好像是个中国的英文期刊,投稿速度快不快?
428	论文被仲裁了	投了一篇爱斯维尔jcr一区末尾的期刊,5月21投稿,28送审,7月13变成readyfordecision,今天19号又变成underreview了,哎,应该是被仲裁了。希望好运吧。难受,貌似被仲裁的结果基本都不好?
429	Information Sciences一审返修后with editor一个月了,正常吗?	2020年2月20日投稿submittojournal2020年2月21日变为witheditor2020年3月1日变为underreview2020年4月20日变为decisioninprocess2020年4月24日返回审稿结果,编辑给的revise一共两个审稿人:一个又陈述了一遍文章的研究内容说表述很清楚,要求增加研究对象的文字定义和增加一篇相关文献(定义的出处);另一个赞扬了方法创新性和文章组织,要求增加几个相关文献并要求更正一些小的格式和表述问题AE表示——Basedonthecommentsofthereviewers,thepaperneedstoberevisedandimpr...
430	Mathematical Problems in Engineering投稿被拒,要重投吗?	第一次投递的时候,一个审稿人,提了几条意见,建议重投,编辑也建议重投。审稿人的意见确实很合理,我按照审稿人的意见进行了大修,然后重投。第二次两个审稿人,一个拒稿一个修稿,编辑给了拒稿。拒稿审稿人的意见是:这篇论文没有在数学方法上做出创新,而且就只有这一条。问题是我是电子的,我是把数学应用到电子领域,我本来也没研究数学方法。另一个审稿人应该是电子,但不是我这个方向的,提的问题介于专业和不专业之间。现在问问大家,这种reject能重投吗?第二个审稿人的意见还能正常回复,第一个我只能说明一下创新点,没法改动。申博提交材料日子不远了,转投其他期刊怕是来不及了。
431	Functional Materials Letters投稿求助	请问各位,最近有投稿FunctionalMaterialsLetters这个杂志的吗?有一个Authorsagreement是必须提交的吗?如果必须的话也没看到提交按钮啊,该以何种方式提交呢?还有编辑选择这个应该如何选择啊?这个杂志的审稿周期究竟怎么样,有投过的朋友能说说吗?
432	MDPI期刊下的杂志energies存在Under review和Under Review的区别吗?	投了energies,现在是Underreview状态,不知道是助理编辑格式审查阶段还是送外审了,不知道有么有投这个期刊的人,是不是还有个UnderReview状态啊?
433	Chemistryselect	Chemistryselect一般情况下,underreview要多久,40天正常吗?
434	求助Advanced Materials一审时间	万能的虫友们,AM审稿时间多久?我的五十多天,还是没有消息
435	AMI	有同学最近发了AMI的文章吗,可不可以借鉴一下Word最终版本的格式啊
436	《振动测试与诊断》EI,审稿多久	刚投了一篇故障诊断方面的论文,是博士师兄帮润色以后才投的,还挂了导师的自然基金,第二天就看到论文在初审,不知道初审要多久,收录要多久呢?
437	PRB rapid communication 投稿10天,状态仍为with editors。	PRB rapid communication 投稿10天,状态仍为with editors。
438	Polyhedron投稿论文格式要求	的 投稿 论文格式
439	jscs的期刊注册时一直要验证码验证,但在网页上一直看不到验证码	换了多种浏览器还是不行,这是怎么回事。
440	保佑顺利送审	有关水体铜对水生动物的影响,投了,希望保佑能顺利送审。
441	4个审稿人50条修改意见,其中一个审稿人建议拒稿,论文接收的概率大吗	环境专业,投了某一区期刊后,4个审稿人共50条修改意见,其中一位审稿人认为论文中好几处有逻辑问题,论据不充分,建议拒稿。改起来好痛苦,感觉改完也接收不了。要不要直接放弃,降低期刊档次呢?没有读博打算。
442	JOC投稿多久有回复,目前七周了	如标题,目前状态还是underreview,很早就分配副主编了。感觉时间太久了,令人焦虑
443	Advanced materials投稿经验	512投了Advancedmaterials,现在文章状态还是ManuscriptSubmitted,请过来人赐教
444	原子能科学技术 退修后变为 编辑加工 状态	7月20多号投的原子能科学技术,9月11日外审结束拿到修改意见,9月22日提交了修改稿,然后状态就变成了编辑加工,一直到现在,我慌的不行。没有复审直接变成编辑加工正常吗。。。。据说这期刊,审稿周期很长。。。啥时候会有结果埃。。有没有投过这个期刊的呀,求解答
445	投稿遇见问题在线等求助!!!!!	修改稿返回的时间遇见这个问题,不知道选择哪个?请问返修回去后,有个什么数据声明需要选下,选下面哪一个?tocompleteyoursubmissionyoumustselectastatementwhichbestreflectstheavailabilityofyourresearchdata/code.pleaseselectaresponse1nodatawasusedfoheresearchdescribedintheaicle2thedatathathasbeenusedisconfidential3theauthorsdonothavepermissiontoshareda...
446	环境领域方面中文核心求助	请问写了一篇关于污水处理的Citespace,想投中文核心,有推荐的么?
447	文章投AM,编辑建议Transfer到AFM,中的几率大吗?	《先进材料》 《先进功能材料》 Transfer
448	Applied mathematics	有同志投过Appliedmathematicsletters吗,LaTeX模板用哪个,爱思唯尔给的模板把人整懵了,有两个单栏的,一个比较像APL但是编译不成,另一个不像,但是能编译。
449	两篇SCI论文,数据有重复部分行吗	请问一下大家,有两组数据图,一组图是ABCD,一组是ABEFG,AB是化学单体,CDEFG是用AB合成的聚合物,这两组数据是在不同的体系中合成,想将这两组数据图发两篇SC文章,这样的话两篇文章AB数据是重复的,可以这样发吗
450	中了一篇OE,三个月编辑一直压着不出版怎么回事	中了一篇OE,三个月编辑一直压着不出版怎么回事
451	化学学报	哪位投过国内的化学学报,coverletter用中文还是外文写?谢谢了
452	谁投过Nano research这个杂志,有没有固定模板啊	求模板
453	请各位大神帮分析一下Revised Manuscript Submitted投稿状态	各位大神,小弟投了一篇稿子给InternationalCommunicationsinHeatandMassTransfer,2021/12/19给的大修。2022/1/17上传修改稿。状态一直变成RevisedManuscriptSubmitted已经过去两个月了。编辑已经送给专家二审了吗?还是编辑还没来得及处理?感谢。
454	投稿过FGCS的来	投稿过FGCS的来
455	求问环境类期刊有哪些可以加急见刊呀?	求问环境类期刊(中国环境科学、环境科学、环境科学学报、环境科学与技术等)有哪些可以加急见刊呀?
456	已发表论文可以多次勘误吗	第一次发论文,经验不足,见刊之后发现小错误一堆。我也觉得自己实在不适合科研,硕士毕业之后绝不再发论文坑人了!心累,这样会引起编辑不满吗?
457	仪器仪表学报	谁知道仪器仪表修改后终审,再次进入审稿中,这个审稿中要持续多久?
458	PNAS的pending recommendation状态	请教下这样的PNAS文章状态是什么意思?QQ截图20181204084134.jpg
459	JMST投稿格式	请问各路大神,有知道投稿journalofmaterialsscienceandtechnology期刊参考文献格式怎么弄的吗,是不需要引文题目吗,最后六位数是代表什么呀,希望能得到大佬们的指点,万分感谢!
460	请问Journal of Mathematics这个杂志是SCI期刊吗,谢谢	请问Journal of Mathematics这个杂志是SCI期刊吗,谢谢
461	各位帮看看编辑啥意思	最近提交了了一篇论文回修,然后系统状态还在找审稿人,我有点纳闷,不是回修么?咋还在找审稿人?于是又回头看了看编辑的邮件其中一句,Pleasenotethatyourrevisedsubmissionmayneedtoberereviewed.这是不是编辑上次投稿拒搞,然后让我重投的意思?但是上次系统里也没写拒搞啊!让我修改,也没写大修小修.这个状态搞不懂了!来请教下各位大佬monash2011
462	Editor Declined Invitation	编辑拒绝邀请,第一次遇到这种情况,好尴尬,是没看上我的文章吗?
463	初审	投了JMCA一周了,还在初审状态,连witheditor都没有,这个速度正常吗?
464	decision in process	请问大家一审5.16requiedreviewscompleted5.17decisioninprocess这是正常流程吗,之前都是审稿完成后没看到这个decisioninprocess而直接给了修改,这次看到这个好紧张好害怕啊
465	ACS修改意见上传	ACS系统上传修改意见时,这个框框中的文本部分需要填写吗,还是是上传文件就行。所有的内容都放到了文件里
466	有人投过ecotoxicology and environmental safety嘛?求助	本人4.17号投稿,因为误差棒等原因返回来修改,4.28重新提交,5.3变成underreview,然后中间6.14和6.17日期更新了,最近7.30日期又更新了,还是underreview中,这是说明还在找审稿人嘛?求大神解答,好担心被拒了
467	大家看看重投还有希望吗  小白第一次投稿  投的access	Reviewer:1Recommendation:Reject(updatesrequiredbeforeresubmission)Comments:Theauthorsproposedafacesuperresolution(FSR)networkbasedonagradientinformationcompensationmodule.ThispaperbelievesthatthegradientinformationisbeneficialtotheperformanceofFSR,anddesignedaspecialmoduletoextractthegradientinform...
468	地下空间与工程学报	亲爱的们,我今天查了一下我在地下空间与工程学报的稿件,网上状态显示的是退修,而打开专家意见是建议退稿处理,请问我这改还是不改?而且退修这个录用希望大不大?我这简直被退稿退的怕怕的了
469	审稿意见回复求助	5月投了一个IEEE的trans,上月返回大修审稿意见。一共四位审稿人,其中三位的审稿意见都非常细节,很好答复。但这一位审稿人的审稿意见我回复起来十分困难,想请大家帮忙参谋下:CommentstotheAuthor1.Thispaperproposedadeeplearningbasedmethodfor.2.Scientificcontributionofthepapershouldbeshowedwithresultsandexplainedwithdetails.3.Comparativeresultsarenotenough.Newresultsshouldbeprovid...
470	ei期刊	有没有机械类英文期刊EI,好投一点的
471	《水利水电技术》审稿快吗	《水利水电技术》审稿快吗
472	Scripta期刊Required Reviews Completed持续时间	ScriptaMaterialia期刊RequiredReviewsCompleted状态已经4天了,一般多久会做决定?
473	岩土工程学报投稿	导师投稿了,但我登陆自己的账号看进度,界面是这样的,还没有流程更新,这正常吗?还是我登陆错了账号》因为是要关注进度,总让导师操心不太好意思~屏幕截图20220501084450.png
474	Advanced Science一般多久编辑直接拒稿	请问有投AdvancedScience的么?不知道一般多久编辑直接拒稿呢?
475	separation and Purification technology投稿	想请问各位支撑材料选什么上传呀..投稿卡住了?之前没投过这个
476	SCI第一单位是我们学院的重点实验室可以吗?	一篇SCI我是一作,我有两个单位,第一个单位是我们学院的一个重点实验室,听老师说它是我们学院的二级单位(我也不懂,老师让我加上我就加上了,而且这个单位顺序是老师给我写的),第二个单位才是我们学校和学院,请问这对博士学位获取以及奖学金评定有影响吗?需不需要将大学的学院作为第一单位啊?今天到了proof才想起这件事,proof紧虫虫们救救孩子吧!
477	sci字数	大佬们,请问研究型sci论文字数只有5000多会不会有点少?
478	under editor assessment 后直接 decision in process 然后又 under review?	请教各位科研大神,本人投稿爱思唯尔上的一个期刊,经常会登录进去看看状态,投稿后变成undereditorassessment,一直这个状态持续了两个多月,然后直接变成decisioninprocess,本来以为要悲剧了(还以为这个杂志太坑,编辑初审要这么久),结果仅仅过了两天,又变成underreview了?这是什么情况?
479	中国安全科学学报进入主编终审半个月了 还在审 是不是凉了	有没有知道的小伙伴或者投过此期刊的说下等得我好难受啊
480	二审变为Required Reviews Completed求好运	二审变为Required Reviews Completed求好运
481	收不到重置密码的邮件	爱思唯尔系统,重置密码收不到邮件怎么办?
482	电力系统网络攻击	电力系统网络攻击的中文核心有哪些期刊比较快啊,求助!!!
483	AEM投稿疑问	请问各位虫友,AEM投稿时大家知道completemanuscript,是要提交什么嘛,coverletter需要单独上传文件嘛
484	编辑说在终审,但系统里论文状态仍是已修回	投某中文核心,7月26日最后一次修回,投稿系统里处于“已修回”状态,8月31日询问编辑部,编辑回复主编在终审,但至今系统里论文状态也没更改,仍是“已修回”,现在只能等也不好再催,真是折磨。请问有人遇到过这种情况吗?
485	要不要催稿?	SCI论文5月5日投稿,从状态看已经返回了一个审稿意见,另一个审稿人是7月5日接受审稿的,到现在已经3个多月了,要不要发邮件去催稿呢?
486	angew求助	文章 编辑 技术
487	BMC的杂志自己账号可以看到状态嘛	老板投的自己看不到状态,好焦虑
488	大家有投过BMC Complementary Medicine and Therapies吗	2019.9月投的,先是EditorialAssessment,然后是UnderReview,4月1日又是EditorialAssessment,没有任何意见,给编辑发邮件,之前都是回复的,不知道为何这次都很多天了还是没有回复,求各位大神指点一下
489	求问TNNLS投稿状态	请问IEEETNNLS只有underreview一种状态吗?一般EIC和ADM是同一个人吗?
490	acs投稿求助	投了acs的joc,我师妹几乎和我同时投的,他的很快就分配编辑了,而我的状态一直是提交到编辑部。。。。怎么回事(?o?)
491	如何在小木虫发表期刊点评!!!	如何在小木虫发表期刊点评!!!
492	Materials  Desgin	请教MD投稿经验,摩擦方向。
493	小修后返回的意见和初审一模一样	投analyst,半月左右回来意见,小修后两天回来意见,和初审意见一样的,给编辑发邮件没有回,就再次回答了问题,提交上去已经一周了,一直在inpeerreview,怎么回事啊?感谢大家帮忙分析一下
494	求帮忙推荐电子、信息、电路模拟、材料类比较快审稿和接收的SCI杂志	亲们:请问有没有不需要很多版面费的电子、信息、电路模拟、材料类、比较快审稿和接收的SCI杂志推荐呀!
495	医学类有没有审稿比较快的科技源期刊?	中文期刊越来越吃香了,申请奖项还需要中文文章的比例不低于30%。想投个中文期刊,但是听说没有人脉基本发不了???同事投了个中华系列被拖了好几个月再拒稿。有没有比较友好的?
496	Awaiting AE Recommendation三周了正常吗?	编辑 电话
497	Optics Express 状态assign editor是到审稿人手里了吗	OpticsExpress编辑建议修改后重投,重投后在coverletter里也是写给的该编辑。现在处于assigneditor状态十三天了,请问这是在编辑手里还是目前还没分给编辑。因为看一般assigneditor几天后就会editorasigned进而peerreview
498	论文投稿	近期写了个表征类的论文但是不知道materialscharacterization的短稿要求是什么几幅图多少字数,也是在同一官网投稿吗?
499	同一个单位不同二级学院,请问投稿时,怎么写?	第一单位可以同时写两个二级学院吗?还是必须写成一个第一单位,一个第二单位?
